file_path,class_name,category,base_letter,vowel_modifier,vattu,base_idx,modifier_idx,vattu_idx
Guninthamulu/ch/choo/A_0_3428.jpeg,Guninthamulu__ch__choo,Guninthamulu,చ,oo,none,22,12,0
Guninthamulu/gha/ghee/A_0_7240.jpeg,Guninthamulu__gha__ghee,Guninthamulu,ఘ,ee,none,20,9,0
Guninthamulu/sa/see/A_0_5060.jpeg,Guninthamulu__sa__see,Guninthamulu,స,ee,none,49,9,0
Guninthamulu/dha/dhu/A_0_9637.jpeg,Guninthamulu__dha__dhu,Guninthamulu,ధ,u,none,34,4,0
Guninthamulu/ta/tii/A_0_2756.jpeg,Guninthamulu__ta__tii,Guninthamulu,ట,ii,none,26,3,0
Guninthamulu/kha/kru/A_0_43.jpeg,Guninthamulu__kha__kru,Guninthamulu,క,ru,none,17,6,0
Guninthamulu/pa/poo/A_0_9628.jpeg,Guninthamulu__pa__poo,Guninthamulu,ప,oo,none,36,12,0
Guninthamulu/ma/mah/A_0_487.jpeg,Guninthamulu__ma__mah,Guninthamulu,మ,ah,none,40,15,0
Guninthamulu/RR/rrm/A_0_5864.jpeg,Guninthamulu__RR__rrm,Guninthamulu,ఱ,am,none,43,14,0
Guninthamulu/da/druu/32.jpg,Guninthamulu__da__druu,Guninthamulu,ద,ruu,none,33,7,0
Guninthamulu/ya/yuu/A_0_9889.jpeg,Guninthamulu__ya__yuu,Guninthamulu,య,uu,none,41,5,0
Guninthamulu/va/vr/A_0_3683.jpeg,Guninthamulu__va__vr,Guninthamulu,వ,ru,none,46,6,0
Guninthamulu/da/da/A_0_3777.jpeg,Guninthamulu__da__da,Guninthamulu,ద,none,none,33,0,0
Guninthamulu/sha/shm/A_0_6795.jpeg,Guninthamulu__sha__shm,Guninthamulu,శ,am,none,47,14,0
Guninthamulu/dh/dhuu/A_0_5324.jpeg,Guninthamulu__dh__dhuu,Guninthamulu,ఢ,uu,none,29,5,0
Guninthamulu/d/dii/28.jpg,Guninthamulu__d__dii,Guninthamulu,డ,ii,none,28,3,0
Guninthamulu/th/thee/20.jpg,Guninthamulu__th__thee,Guninthamulu,త,ee,none,31,9,0
Guninthamulu/ya/yai/A_0_3117.jpeg,Guninthamulu__ya__yai,Guninthamulu,య,ai,none,41,10,0
Guninthamulu/tt/tee/A_0_9595.jpeg,Guninthamulu__tt__tee,Guninthamulu,ఠ,ee,none,27,9,0
Guninthamulu/na/nah/43.jpg,Guninthamulu__na__nah,Guninthamulu,న,ah,none,35,15,0
Guninthamulu/ja/jr/A_0_9897.jpeg,Guninthamulu__ja__jr,Guninthamulu,జ,ru,none,24,6,0
Guninthamulu/ga/gu/A_0_1735.jpeg,Guninthamulu__ga__gu,Guninthamulu,గ,u,none,19,4,0
othulu/k/A_0_2404.jpeg,othulu__k,othulu,none,none,k,0,0,16
Guninthamulu/RR/rroo/A_0_8094.jpeg,Guninthamulu__RR__rroo,Guninthamulu,ఱ,oo,none,43,12,0
achulu/aa/A_0_7369.jpeg,achulu__aa,achulu,ఆ,none,none,2,0,0
achulu/ai/A_0_9132.jpeg,achulu__ai,achulu,ఐ,none,none,11,0,0
Guninthamulu/sha/shu/A_0_2933.jpeg,Guninthamulu__sha__shu,Guninthamulu,శ,u,none,47,4,0
Guninthamulu/ana/anm/5.jpg,Guninthamulu__ana__anm,Guninthamulu,ణ,am,none,30,14,0
Guninthamulu/ch/ch/A_0_7885.jpeg,Guninthamulu__ch__ch,Guninthamulu,చ,none,none,22,0,0
achulu/ru/A_0_1024.jpeg,achulu__ru,achulu,ఋ,none,none,7,0,0
Guninthamulu/pa/pah/A_0_2090.jpeg,Guninthamulu__pa__pah,Guninthamulu,ప,ah,none,36,15,0
Guninthamulu/dh/dhou/A_0_6026.jpeg,Guninthamulu__dh__dhou,Guninthamulu,ఢ,au,none,29,13,0
Guninthamulu/th/thow/A_0_7556.jpeg,Guninthamulu__th__thow,Guninthamulu,త,au,none,31,13,0
hallulu/tha/A_0_3791.jpeg,hallulu__tha,hallulu,త,none,none,31,0,0
Guninthamulu/tha/thru/A_0_1411.jpeg,Guninthamulu__tha__thru,Guninthamulu,థ,ruu,none,32,7,0
Guninthamulu/th/thow/A_0_1963.jpeg,Guninthamulu__th__thow,Guninthamulu,త,au,none,31,13,0
Guninthamulu/ja/juu/A_0_2729.jpeg,Guninthamulu__ja__juu,Guninthamulu,జ,uu,none,24,5,0
Guninthamulu/ana/ani/A_0_1432.jpeg,Guninthamulu__ana__ani,Guninthamulu,ణ,i,none,30,2,0
Guninthamulu/bha/bh/A_0_9085.jpeg,Guninthamulu__bha__bh,Guninthamulu,భ,none,none,39,0,0
hallulu/ta/A_0_2709.jpeg,hallulu__ta,hallulu,ట,none,none,26,0,0
Guninthamulu/ja/jm/A_0_5703.jpeg,Guninthamulu__ja__jm,Guninthamulu,జ,am,none,24,14,0
Guninthamulu/gha/ghoo/A_0_7793.jpeg,Guninthamulu__gha__ghoo,Guninthamulu,ఘ,oo,none,20,12,0
Guninthamulu/ana/anai/A_0_9322.jpeg,Guninthamulu__ana__anai,Guninthamulu,ణ,ai,none,30,10,0
Guninthamulu/na/nee/A_0_9292.jpeg,Guninthamulu__na__nee,Guninthamulu,న,ee,none,35,9,0
Guninthamulu/ya/ye/A_0_7700.jpeg,Guninthamulu__ya__ye,Guninthamulu,య,e,none,41,8,0
Guninthamulu/ksh/ksho/A_0_726.jpeg,Guninthamulu__ksh__ksho,Guninthamulu,క్ష,o,none,51,11,0
Guninthamulu/na/nru/A_0_9863.jpeg,Guninthamulu__na__nru,Guninthamulu,న,ruu,none,35,7,0
hallulu/g/39.png,hallulu__g,hallulu,గ,none,none,19,0,0
othulu/kh/A_0_1885.jpeg,othulu__kh,othulu,none,none,kh,0,0,17
Guninthamulu/ja/je/A_0_9234.jpeg,Guninthamulu__ja__je,Guninthamulu,జ,e,none,24,8,0
Guninthamulu/khh/khai/A_0_7393.jpeg,Guninthamulu__khh__khai,Guninthamulu,ఖ,ai,none,18,10,0
Guninthamulu/RR/RRA/A_0_3668.jpeg,Guninthamulu__RR__RRA,Guninthamulu,ఱ,aa,none,43,1,0
Guninthamulu/pa/pi/A_0_9426.jpeg,Guninthamulu__pa__pi,Guninthamulu,ప,i,none,36,2,0
Guninthamulu/va/vuu/A_0_2494.jpeg,Guninthamulu__va__vuu,Guninthamulu,వ,uu,none,46,5,0
Guninthamulu/tha/thoo/A_0_2675.jpeg,Guninthamulu__tha__thoo,Guninthamulu,థ,oo,none,32,12,0
Guninthamulu/khh/khuu/37.jpg,Guninthamulu__khh__khuu,Guninthamulu,ఖ,uu,none,18,5,0
Guninthamulu/gha/ghaha/A_0_4672.jpeg,Guninthamulu__gha__ghaha,Guninthamulu,ఘ,ah,none,20,15,0
hallulu/sa/A_0_3286.jpeg,hallulu__sa,hallulu,స,none,none,49,0,0
Guninthamulu/l/lu/A_0_7235.jpeg,Guninthamulu__l__lu,Guninthamulu,ల,u,none,44,4,0
Guninthamulu/tt/ti/A_0_1892.jpeg,Guninthamulu__tt__ti,Guninthamulu,ఠ,i,none,27,2,0
Guninthamulu/ll/lou/A_0_4149.jpeg,Guninthamulu__ll__lou,Guninthamulu,ళ,au,none,45,13,0
Guninthamulu/ya/yru/A_0_9520.jpeg,Guninthamulu__ya__yru,Guninthamulu,య,ruu,none,41,7,0
Guninthamulu/sh/sha/A_0_1692.jpeg,Guninthamulu__sh__sha,Guninthamulu,ష,aa,none,48,1,0
othulu/d/A_0_8597.jpeg,othulu__d,othulu,none,none,d,0,0,6
Guninthamulu/jh/jho/A_0_4964.jpeg,Guninthamulu__jh__jho,Guninthamulu,ఝ,o,none,25,11,0
Guninthamulu/ya/ym/A_0_7713.jpeg,Guninthamulu__ya__ym,Guninthamulu,య,am,none,41,14,0
Guninthamulu/ba/buu/A_0_1566.jpeg,Guninthamulu__ba__buu,Guninthamulu,బ,uu,none,38,5,0
Guninthamulu/ksh/kshe/A_0_6301.jpeg,Guninthamulu__ksh__kshe,Guninthamulu,క్ష,e,none,51,8,0
Guninthamulu/ta/too/A_0_6779.jpeg,Guninthamulu__ta__too,Guninthamulu,ట,oo,none,26,12,0
Guninthamulu/th/thii/A_0_9455.jpeg,Guninthamulu__th__thii,Guninthamulu,త,ii,none,31,3,0
Guninthamulu/ga/gee/16.jpg,Guninthamulu__ga__gee,Guninthamulu,గ,ee,none,19,9,0
Guninthamulu/tha/th/A_0_8119.jpeg,Guninthamulu__tha__th,Guninthamulu,థ,none,none,32,0,0
othulu/h/39.jpg,othulu__h,othulu,none,none,h,0,0,12
Guninthamulu/dha/dha/A_0_3178.jpeg,Guninthamulu__dha__dha,Guninthamulu,ధ,aa,none,34,1,0
Guninthamulu/ra/rou/A_0_9230.jpeg,Guninthamulu__ra__rou,Guninthamulu,ర,au,none,42,13,0
Guninthamulu/ch/chu/A_0_247.jpeg,Guninthamulu__ch__chu,Guninthamulu,చ,u,none,22,4,0
Guninthamulu/ba/bah/A_0_1212.jpeg,Guninthamulu__ba__bah,Guninthamulu,బ,ah,none,38,15,0
hallulu/cha/A_0_3997.jpeg,hallulu__cha,hallulu,ఛ,none,none,23,0,0
Guninthamulu/jh/jha/A_0_644.jpeg,Guninthamulu__jh__jha,Guninthamulu,ఝ,aa,none,25,1,0
othulu/ph/A_0_3323.jpeg,othulu__ph,othulu,none,none,ph,0,0,25
Guninthamulu/sa/see/A_0_8260.jpeg,Guninthamulu__sa__see,Guninthamulu,స,ee,none,49,9,0
Guninthamulu/gha/gha/A_0_6691.jpeg,Guninthamulu__gha__gha,Guninthamulu,ఘ,none,none,20,0,0
Guninthamulu/kha/ke/A_0_6817.jpeg,Guninthamulu__kha__ke,Guninthamulu,క,e,none,17,8,0
Guninthamulu/dh/dhee/A_0_6405.jpeg,Guninthamulu__dh__dhee,Guninthamulu,ఢ,ee,none,29,9,0
Guninthamulu/pa/pou/A_0_1625.jpeg,Guninthamulu__pa__pou,Guninthamulu,ప,au,none,36,13,0
othulu/c/A_0_5704.jpeg,othulu__c,othulu,none,none,c,0,0,4
Guninthamulu/ll/le/A_0_7494.jpeg,Guninthamulu__ll__le,Guninthamulu,ళ,e,none,45,8,0
Guninthamulu/na/nuu/A_0_3065.jpeg,Guninthamulu__na__nuu,Guninthamulu,న,uu,none,35,5,0
Guninthamulu/ra/rou/A_0_7228.jpeg,Guninthamulu__ra__rou,Guninthamulu,ర,au,none,42,13,0
Guninthamulu/dha/dha/A_0_9790.jpeg,Guninthamulu__dha__dha,Guninthamulu,ధ,aa,none,34,1,0
Guninthamulu/th/thru/A_0_4196.jpeg,Guninthamulu__th__thru,Guninthamulu,త,ruu,none,31,7,0
Guninthamulu/bha/bhau/A_0_4895.jpeg,Guninthamulu__bha__bhau,Guninthamulu,భ,au,none,39,13,0
Guninthamulu/dh/dha/A_0_7718.jpeg,Guninthamulu__dh__dha,Guninthamulu,ఢ,aa,none,29,1,0
Guninthamulu/ksh/kshah/A_0_8112.jpeg,Guninthamulu__ksh__kshah,Guninthamulu,క్ష,ah,none,51,15,0
Guninthamulu/bha/bh/A_0_3941.jpeg,Guninthamulu__bha__bh,Guninthamulu,భ,none,none,39,0,0
Guninthamulu/cha/chuu/A_0_6856.jpeg,Guninthamulu__cha__chuu,Guninthamulu,ఛ,uu,none,23,5,0
Guninthamulu/dha/dhii/13.jpg,Guninthamulu__dha__dhii,Guninthamulu,ధ,ii,none,34,3,0
Guninthamulu/jh/jhu/A_0_5002.jpeg,Guninthamulu__jh__jhu,Guninthamulu,ఝ,u,none,25,4,0
Guninthamulu/pha/p/A_0_1256.jpeg,Guninthamulu__pha__p,Guninthamulu,ఫ,none,none,37,0,0
Guninthamulu/l/lai/A_0_1143.jpeg,Guninthamulu__l__lai,Guninthamulu,ల,ai,none,44,10,0
othulu/k/A_0_6581.jpeg,othulu__k,othulu,none,none,k,0,0,16
Guninthamulu/bha/bhru/A_0_9549.jpeg,Guninthamulu__bha__bhru,Guninthamulu,భ,ru,none,39,6,0
achulu/ee/23.jpg,achulu__ee,achulu,ఏ,none,none,10,0,0
Guninthamulu/ha/hai/A_0_8615.jpeg,Guninthamulu__ha__hai,Guninthamulu,హ,ai,none,50,10,0
Guninthamulu/ch/chm/A_0_7441.jpeg,Guninthamulu__ch__chm,Guninthamulu,చ,am,none,22,14,0
Guninthamulu/RR/RRI/A_0_5337.jpeg,Guninthamulu__RR__RRI,Guninthamulu,ఱ,i,none,43,2,0
Guninthamulu/na/nai/A_0_2191.jpeg,Guninthamulu__na__nai,Guninthamulu,న,ai,none,35,10,0
hallulu/gh/A_0_4044.jpeg,hallulu__gh,hallulu,ఘ,none,none,20,0,0
Guninthamulu/ja/jo/A_0_9369.jpeg,Guninthamulu__ja__jo,Guninthamulu,జ,o,none,24,11,0
hallulu/y/A_0_9872.jpeg,hallulu__y,hallulu,య,none,none,41,0,0
Guninthamulu/pha/pm/A_0_3992.jpeg,Guninthamulu__pha__pm,Guninthamulu,ఫ,am,none,37,14,0
hallulu/sh/A_0_7835.jpeg,hallulu__sh,hallulu,ష,none,none,48,0,0
othulu/nn/A_0_7056.jpeg,othulu__nn,othulu,none,none,nn,0,0,23
Guninthamulu/ja/ju/A_0_19.jpeg,Guninthamulu__ja__ju,Guninthamulu,జ,u,none,24,4,0
Guninthamulu/tt/tii/A_0_6201.jpeg,Guninthamulu__tt__tii,Guninthamulu,ఠ,ii,none,27,3,0
othulu/n/A_0_5983.jpeg,othulu__n,othulu,none,none,n,0,0,21
Guninthamulu/th/thu/A_0_8004.jpeg,Guninthamulu__th__thu,Guninthamulu,త,u,none,31,4,0
Guninthamulu/jh/jhai/A_0_1280.jpeg,Guninthamulu__jh__jhai,Guninthamulu,ఝ,ai,none,25,10,0
othulu/dha/A_0_5766.jpeg,othulu__dha,othulu,none,none,dha,0,0,9
Guninthamulu/pha/pr/47.jpg,Guninthamulu__pha__pr,Guninthamulu,ఫ,ru,none,37,6,0
Guninthamulu/l/l/A_0_4728.jpeg,Guninthamulu__l__l,Guninthamulu,ల,none,none,44,0,0
Guninthamulu/sha/she/A_0_9245.jpeg,Guninthamulu__sha__she,Guninthamulu,శ,e,none,47,8,0
Guninthamulu/ha/hruu/18.jpg,Guninthamulu__ha__hruu,Guninthamulu,హ,ruu,none,50,7,0
Guninthamulu/cha/chee/A_0_8179.jpeg,Guninthamulu__cha__chee,Guninthamulu,ఛ,ee,none,23,9,0
Guninthamulu/ta/tu/A_0_6162.jpeg,Guninthamulu__ta__tu,Guninthamulu,ట,u,none,26,4,0
Guninthamulu/sh/shr/A_0_6749.jpeg,Guninthamulu__sh__shr,Guninthamulu,ష,ru,none,48,6,0
othulu/na/A_0_214.jpeg,othulu__na,othulu,none,none,na,0,0,22
Guninthamulu/pa/pa/A_0_1220.jpeg,Guninthamulu__pa__pa,Guninthamulu,ప,aa,none,36,1,0
Guninthamulu/ba/bu/A_0_7987.jpeg,Guninthamulu__ba__bu,Guninthamulu,బ,u,none,38,4,0
Guninthamulu/na/nou/A_0_3018.jpeg,Guninthamulu__na__nou,Guninthamulu,న,au,none,35,13,0
othulu/l/A_0_8138.jpeg,othulu__l,othulu,none,none,l,0,0,19
Guninthamulu/d/du/A_0_2730.jpeg,Guninthamulu__d__du,Guninthamulu,డ,u,none,28,4,0
Guninthamulu/ta/tu/A_0_7225.jpeg,Guninthamulu__ta__tu,Guninthamulu,ట,u,none,26,4,0
Guninthamulu/ksh/kshe/A_0_9111.jpeg,Guninthamulu__ksh__kshe,Guninthamulu,క్ష,e,none,51,8,0
Guninthamulu/ch/chee/47.jpg,Guninthamulu__ch__chee,Guninthamulu,చ,ee,none,22,9,0
Guninthamulu/tha/thee/A_0_4476.jpeg,Guninthamulu__tha__thee,Guninthamulu,థ,ee,none,32,9,0
Guninthamulu/khh/kho/A_0_4777.jpeg,Guninthamulu__khh__kho,Guninthamulu,ఖ,o,none,18,11,0
othulu/z/A_0_5901.jpeg,othulu__z,othulu,none,none,z,0,0,36
Guninthamulu/ana/anuu/A_0_2914.jpeg,Guninthamulu__ana__anuu,Guninthamulu,ణ,uu,none,30,5,0
Guninthamulu/ra/rai/31.jpg,Guninthamulu__ra__rai,Guninthamulu,ర,ai,none,42,10,0
Guninthamulu/ga/gii/A_0_8593.jpeg,Guninthamulu__ga__gii,Guninthamulu,గ,ii,none,19,3,0
Guninthamulu/ch/chuu/A_0_2575.jpeg,Guninthamulu__ch__chuu,Guninthamulu,చ,uu,none,22,5,0
othulu/tha/A_0_4908.jpeg,othulu__tha,othulu,none,none,tha,0,0,32
Guninthamulu/ha/hm/A_0_5257.jpeg,Guninthamulu__ha__hm,Guninthamulu,హ,am,none,50,14,0
Guninthamulu/ta/tuu/A_0_27.jpeg,Guninthamulu__ta__tuu,Guninthamulu,ట,uu,none,26,5,0
achulu/e/A_0_6251.jpeg,achulu__e,achulu,ఎ,none,none,9,0,0
hallulu/l/A_0_8850.jpeg,hallulu__l,hallulu,ల,none,none,44,0,0
Guninthamulu/kha/kai/A_0_5064.jpeg,Guninthamulu__kha__kai,Guninthamulu,క,ai,none,17,10,0
Guninthamulu/l/luu/A_0_1899.jpeg,Guninthamulu__l__luu,Guninthamulu,ల,uu,none,44,5,0
Guninthamulu/ga/go/A_0_4609.jpeg,Guninthamulu__ga__go,Guninthamulu,గ,o,none,19,11,0
Guninthamulu/RR/rro/A_0_437.jpeg,Guninthamulu__RR__rro,Guninthamulu,ఱ,o,none,43,11,0
othulu/d/30.jpg,othulu__d,othulu,none,none,d,0,0,6
Guninthamulu/l/lru/A_0_5977.jpeg,Guninthamulu__l__lru,Guninthamulu,ల,ruu,none,44,7,0
Guninthamulu/kha/kaha/A_0_1795.jpeg,Guninthamulu__kha__kaha,Guninthamulu,క,ah,none,17,15,0
Guninthamulu/tt/to/A_0_3031.jpeg,Guninthamulu__tt__to,Guninthamulu,ఠ,o,none,27,11,0
Guninthamulu/RR/rro/A_0_3636.jpeg,Guninthamulu__RR__rro,Guninthamulu,ఱ,o,none,43,11,0
Guninthamulu/sh/shee/A_0_5478.jpeg,Guninthamulu__sh__shee,Guninthamulu,ష,ee,none,48,9,0
Guninthamulu/tt/tm/11.jpg,Guninthamulu__tt__tm,Guninthamulu,ఠ,am,none,27,14,0
Guninthamulu/ya/yee/A_0_3245.jpeg,Guninthamulu__ya__yee,Guninthamulu,య,ee,none,41,9,0
Guninthamulu/ha/hii/A_0_758.jpeg,Guninthamulu__ha__hii,Guninthamulu,హ,ii,none,50,3,0
Guninthamulu/th/thm/31.jpg,Guninthamulu__th__thm,Guninthamulu,త,am,none,31,14,0
Guninthamulu/pa/pai/A_0_2428.jpeg,Guninthamulu__pa__pai,Guninthamulu,ప,ai,none,36,10,0
Guninthamulu/th/thah/A_0_8577.jpeg,Guninthamulu__th__thah,Guninthamulu,త,ah,none,31,15,0
Guninthamulu/gha/ghaha/A_0_1529.jpeg,Guninthamulu__gha__ghaha,Guninthamulu,ఘ,ah,none,20,15,0
Guninthamulu/ch/chr/A_0_1533.jpeg,Guninthamulu__ch__chr,Guninthamulu,చ,ru,none,22,6,0
Guninthamulu/tha/the/14.jpg,Guninthamulu__tha__the,Guninthamulu,థ,e,none,32,8,0
Guninthamulu/ba/bah/A_0_2013.jpeg,Guninthamulu__ba__bah,Guninthamulu,బ,ah,none,38,15,0
achulu/ai/53.jpg,achulu__ai,achulu,ఐ,none,none,11,0,0
Guninthamulu/va/vah/A_0_1010.jpeg,Guninthamulu__va__vah,Guninthamulu,వ,ah,none,46,15,0
Guninthamulu/gha/gho/A_0_2156.jpeg,Guninthamulu__gha__gho,Guninthamulu,ఘ,o,none,20,11,0
othulu/na/A_0_5289.jpeg,othulu__na,othulu,none,none,na,0,0,22
Guninthamulu/pha/p/A_0_977.jpeg,Guninthamulu__pha__p,Guninthamulu,ఫ,none,none,37,0,0
Guninthamulu/ra/rm/A_0_5839.jpeg,Guninthamulu__ra__rm,Guninthamulu,ర,am,none,42,14,0
Guninthamulu/sh/sho/A_0_1380.jpeg,Guninthamulu__sh__sho,Guninthamulu,ష,o,none,48,11,0
Guninthamulu/RR/R/A_0_9340.jpeg,Guninthamulu__RR__R,Guninthamulu,ఱ,ru,none,43,6,0
Guninthamulu/ga/go/A_0_3558.jpeg,Guninthamulu__ga__go,Guninthamulu,గ,o,none,19,11,0
Guninthamulu/l/l/A_0_23.jpeg,Guninthamulu__l__l,Guninthamulu,ల,none,none,44,0,0
Guninthamulu/pha/pm/27.jpg,Guninthamulu__pha__pm,Guninthamulu,ఫ,am,none,37,14,0
Guninthamulu/ch/chu/A_0_9547.jpeg,Guninthamulu__ch__chu,Guninthamulu,చ,u,none,22,4,0
Guninthamulu/ll/li/A_0_3505.jpeg,Guninthamulu__ll__li,Guninthamulu,ళ,i,none,45,2,0
hallulu/m/A_0_1827.jpeg,hallulu__m,hallulu,మ,none,none,40,0,0
Guninthamulu/sa/so/47.jpg,Guninthamulu__sa__so,Guninthamulu,స,o,none,49,11,0
Guninthamulu/pha/poo/A_0_5166.jpeg,Guninthamulu__pha__poo,Guninthamulu,ఫ,oo,none,37,12,0
Guninthamulu/sa/see/A_0_8897.jpeg,Guninthamulu__sa__see,Guninthamulu,స,ee,none,49,9,0
Guninthamulu/bha/bhe/A_0_1816.jpeg,Guninthamulu__bha__bhe,Guninthamulu,భ,e,none,39,8,0
Guninthamulu/ma/mru/A_0_3189.jpeg,Guninthamulu__ma__mru,Guninthamulu,మ,ruu,none,40,7,0
Guninthamulu/sha/shou/A_0_6794.jpeg,Guninthamulu__sha__shou,Guninthamulu,శ,au,none,47,13,0
Guninthamulu/sha/shii/A_0_8266.jpeg,Guninthamulu__sha__shii,Guninthamulu,శ,ii,none,47,3,0
Guninthamulu/da/doo/A_0_1884.jpeg,Guninthamulu__da__doo,Guninthamulu,ద,oo,none,33,12,0
othulu/k/A_0_9543.jpeg,othulu__k,othulu,none,none,k,0,0,16
Guninthamulu/sh/shah/A_0_7765.jpeg,Guninthamulu__sh__shah,Guninthamulu,ష,ah,none,48,15,0
Guninthamulu/RR/rrow/A_0_3187.jpeg,Guninthamulu__RR__rrow,Guninthamulu,ఱ,au,none,43,13,0
Guninthamulu/tha/thuu/A_0_6610.jpeg,Guninthamulu__tha__thuu,Guninthamulu,థ,uu,none,32,5,0
Guninthamulu/bha/bhu/A_0_1917.jpeg,Guninthamulu__bha__bhu,Guninthamulu,భ,u,none,39,4,0
Guninthamulu/ha/hruu/41.jpg,Guninthamulu__ha__hruu,Guninthamulu,హ,ruu,none,50,7,0
Guninthamulu/th/thah/A_0_9988.jpeg,Guninthamulu__th__thah,Guninthamulu,త,ah,none,31,15,0
Guninthamulu/sa/se/A_0_4138.jpeg,Guninthamulu__sa__se,Guninthamulu,స,e,none,49,8,0
Guninthamulu/ja/jii/A_0_8626.jpeg,Guninthamulu__ja__jii,Guninthamulu,జ,ii,none,24,3,0
Guninthamulu/ch/chru/A_0_5054.jpeg,Guninthamulu__ch__chru,Guninthamulu,చ,ruu,none,22,7,0
hallulu/ks/A_0_4252.jpeg,hallulu__ks,hallulu,క్ష,none,none,51,0,0
Guninthamulu/ya/ye/A_0_1206.jpeg,Guninthamulu__ya__ye,Guninthamulu,య,e,none,41,8,0
othulu/n/A_0_2408.jpeg,othulu__n,othulu,none,none,n,0,0,21
Guninthamulu/ba/bii/A_0_5603.jpeg,Guninthamulu__ba__bii,Guninthamulu,బ,ii,none,38,3,0
